text,label
feeling curious sense relief lightness never thought possible back sex seemed desirable desires ultimate act self validation,surprise
decided put closure irritant avoid altogether make presence feel equally unwelcome,sadness
didnt know feel boring though im happy made new blog linked happywarmworld,sadness
im feeling combination terrified relieved,fear
whine pour heart without feeling awkward,sadness
feel kids broke heart,sadness
feel much make positive impact world live,joy
consider social political duty defend porn world unravels around company sex industry workers feel doomed inevitable fate porn personnel,sadness
feelings would like share valued reader,joy
feel lifes fucked,anger
didnt feel like respected,joy
help feeling weird opening every closet apartment somebody still living,fear
keep posting sleeping pictures feeling exhausted like right especially lunch getting stuck office midst rain nice air conditioning,sadness
get feeling people life think shes lead sort charmed existance,joy
im sure bundle guys feeling pretty generous time year,love
ive made feelings people still supporting gop election cycle href http drinky lemur,love
guess feeling slightly shaken sudden news,fear
feel unwelcome work sometimes think people might talking rel bookmark feel unwelcome work sometimes think people might talking april class url fn n href http www,sadness
feel know well enough know tolerated,joy
recently ill premature baby feel less devastated,sadness
remember feeling disappointed discouraged realized first two baby belly women,sadness
think could manage one team jacksonville without feeling dirty,sadness
began kiss slowly started lifting head feel suspicious,fear
feel like im supporting even,love
ive moved northern saskatchewan feel truly victimized,sadness
feel echoes divine close,joy
writing feeling hopeless hopeless people around crazy absurd world absurd people,sadness
thought wed escaped interminable bouts bods dressing gowns feeling others lapels charming spectacle type guy tight fitting deep blue combo trying intents purposes take another guy red behind,joy
think im stupid feeling nervous,fear
feel peaceful ok,joy
feel fucking pathetic desperate hello,sadness
heavy feel dull think stopped breathing,sadness
gigantic fabric stash piece feels precious,joy
feel husband life valued duty care towards taken seriously,joy
im feeling little disillusioned vision therapy lately,sadness
im feelin spiteful well actually visit house watch rally finland,anger
feel heartbroken one middle aged woman told pyongyang state run media,sadness
feeling vulnerable one really close ever died either hadnt known well young remember,fear
still feeling optimistic point,joy
feel like really supportive,love
feel special pass dont use hopefully offset expense forays,joy
im feel train vain describe ex girlfriend boyfriend cool confusion describe current girlfriend boyfriend whats name,sadness
want go special episode blossom feeling little melancholy final episode rock,sadness
feel sure kremlin wants turn suicide bombers crack chechens cia saudi trained afghan mujahedin,joy
admit feeling skeptical,fear
want thank making feel little accepted,joy
really badly cannot wear anything without causing spasms diarrhea eat mouthfuls feeling miserable,sadness
im finally looking forward toes kissing sand feeling free,joy
feel blessed call mom dad,joy
want feel affectionate,love
love museums although love art feel dumb knowing paintings,sadness
feel unhappy even,sadness
feel verge tears weariness look sweet face cant help tenderly kiss cheeks,love
sleeping better yet feel even exhausted ever dont understand,sadness
feel naughty href http www,love
feel like prom dresses gorgeous exist five years ago,joy
feeling doubtful confused lost,fear
feel weepy makes want avoid people dont freak,sadness
feel assured doubtful time,joy
like think handle lot feel like cup runneth get irritable,anger
feel triumphant another personal mini goal accomplished,joy
feeling find whiskey humorous health department,joy
